QA output created by 1398

pcp-pidstat output: set reporting timezone to one for your choice
Linux  3.10.0-693.el7.x86_64  (localhost.localdomain)  06/20/18  x86_64    (4 CPU)
Timestamp        UID	PID	usr	system	guest	%CPU	CPU	Command
15:17:41         0	533	?	?	?	?	1	lvmetad
15:17:41         0	540	?	?	?	?	0	systemd-udevd
15:17:41         0	585	?	?	?	?	2	kworker/2:2
15:17:41         0	609	?	?	?	?	1	kworker/1:3
15:17:41         0	635	?	?	?	?	1	xfs-buf/sda1
15:17:41         0	636	?	?	?	?	1	xfs-data/sda1
15:17:41         0	637	?	?	?	?	1	xfs-conv/sda1
15:17:41         0	638	?	?	?	?	1	xfs-cil/sda1
15:17:41         0	639	?	?	?	?	1	xfs-reclaim/sda
15:17:41         0	640	?	?	?	?	1	xfs-log/sda1
15:17:41         0	641	?	?	?	?	1	xfs-eofblocks/s
15:17:41         0	642	?	?	?	?	0	xfsaild/sda1
15:17:41         0	644	?	?	?	?	1	kworker/1:4
15:17:41         0	677	?	?	?	?	3	auditd
15:17:41         0	679	?	?	?	?	3	audispd
15:17:41         0	681	?	?	?	?	3	sedispatch
15:17:41         0	702	?	?	?	?	3	systemd-logind
15:17:41         0	704	?	?	?	?	3	rngd
15:17:41         0	705	?	?	?	?	1	alsactl
15:17:41         81	706	?	?	?	?	3	dbus-daemon
15:17:41         70	711	?	?	?	?	3	avahi-daemon
15:17:41         0	712	?	?	?	?	0	smartd
15:17:41         0	714	?	?	?	?	3	abrtd
15:17:41         998	716	?	?	?	?	0	lsmd
15:17:41         0	717	?	?	?	?	3	rsyslogd
15:17:41         0	718	?	?	?	?	1	ModemManager
15:17:41         172	719	?	?	?	?	3	rtkit-daemon
15:17:41         0	720	?	?	?	?	0	accounts-daemon
15:17:41         999	721	?	?	?	?	3	polkitd
15:17:41         0	722	?	?	?	?	3	abrt-watch-log
15:17:41         0	723	?	?	?	?	2	abrt-watch-log
15:17:41         0	724	?	?	?	?	3	irqbalance
15:17:41         0	737	?	?	?	?	1	mcelog
15:17:41         0	750	?	?	?	?	3	ksmtuned
15:17:41         0	751	?	?	?	?	1	sleep
15:17:41         0	754	?	?	?	?	2	spice-vdagentd
15:17:41         70	757	?	?	?	?	0	avahi-daemon
15:17:41         0	771	?	?	?	?	1	gssproxy
15:17:41         0	781	?	?	?	?	3	firewalld
15:17:41         0	792	?	?	?	?	3	NetworkManager
15:17:41         0	823	?	?	?	?	2	kworker/2:3
15:17:41         0	828	?	?	?	?	1	systemd-hostnam
15:17:41         0	917	?	?	?	?	0	dhclient
15:17:41         0	1112	?	?	?	?	0	tuned
15:17:41         0	1118	?	?	?	?	1	sshd
15:17:41         0	1123	?	?	?	?	2	cupsd
15:17:41         0	1124	?	?	?	?	1	rhsmcertd
15:17:41         0	1132	?	?	?	?	1	libvirtd
15:17:41         0	1192	?	?	?	?	1	rhnsd
15:17:41         0	1204	?	?	?	?	2	atd
15:17:41         0	1206	?	?	?	?	3	crond
15:17:41         0	1207	?	?	?	?	0	gdm
15:17:41         0	1470	?	?	?	?	3	master
15:17:41         89	1471	?	?	?	?	2	pickup
15:17:41         89	1472	?	?	?	?	1	qmgr
15:17:41         387	1493	?	?	?	?	1	pmcd
15:17:41         0	1499	?	?	?	?	0	pmdaroot
15:17:41         387	1500	?	?	?	?	2	pmdaproc
15:17:41         0	1501	?	?	?	?	2	pmdaxfs
15:17:41         0	1502	?	?	?	?	1	pmdalinux
15:17:41         0	1503	?	?	?	?	3	python
15:17:41         0	1512	?	?	?	?	3	pmdadm
15:17:41         0	1625	?	?	?	?	?	pmlogger
15:17:41         0	1629	?	?	?	?	?	pmlogger_check
15:17:41         0	1858	?	?	?	?	?	pmlogger_check
15:17:41         387	1948	?	?	?	?	0	pmie
15:17:41         0	2464	?	?	?	?	3	X
15:17:41         0	2559	?	?	?	?	?	gdm-session-wor
15:17:41         42	2665	?	?	?	?	?	gnome-session-b
15:17:41         42	2710	?	?	?	?	?	dbus-launch
15:17:41         42	2730	?	?	?	?	?	dbus-daemon
15:17:41         42	2766	?	?	?	?	?	dbus-launch
15:17:41         42	2767	?	?	?	?	?	dbus-daemon
15:17:41         42	2824	?	?	?	?	?	at-spi-bus-laun
15:17:41         42	2836	?	?	?	?	?	dbus-daemon
15:17:41         42	2848	?	?	?	?	?	at-spi2-registr
15:17:41         42	2915	?	?	?	?	?	gnome-shell
15:17:41         0	3002	?	?	?	?	2	upowerd
15:17:41         42	3102	?	?	?	?	3	pulseaudio
15:17:41         0	3745	?	?	?	?	1	systemd-localed
15:17:41         42	3773	?	?	?	?	?	ibus-daemon
15:17:41         42	3796	?	?	?	?	?	ibus-dconf
15:17:41         42	3800	?	?	?	?	?	ibus-x11
15:17:41         994	3932	?	?	?	?	?	geoclue
15:17:41         42	3934	?	?	?	?	?	xdg-permission-
15:17:41         0	3956	?	?	?	?	1	wpa_supplicant
15:17:41         0	3972	?	?	?	?	0	packagekitd
15:17:41         42	3984	?	?	?	?	?	gnome-settings-
15:17:41         42	3986	?	?	?	?	0	spice-vdagent
15:17:41         997	4039	?	?	?	?	3	colord
15:17:41         0	4070	?	?	?	?	3	fprintd
15:17:41         0	4091	?	?	?	?	1	realmd
15:17:41         42	4140	?	?	?	?	?	ibus-engine-sim
15:17:41         387	7141	?	?	?	?	2	pmlogger
15:17:41         0	7175	?	?	?	?	?	pmlc
15:17:41         0	7176	?	?	?	?	?	grep
Timestamp        UID	PID	usr	system	guest	%CPU	CPU	Command
15:17:42         0	1	0.2	0.9	0.0	1.1	0	systemd
15:17:42         0	2	0.0	0.0	0.0	0.0	3	kthreadd
15:17:42         0	3	0.0	0.0	0.0	0.0	0	ksoftirqd/0
15:17:42         0	4	0.0	0.1	0.0	0.1	0	kworker/0:0
15:17:42         0	5	0.0	0.0	0.0	0.0	0	kworker/0:0H
15:17:42         0	6	0.0	0.0	0.0	0.0	3	kworker/u8:0
15:17:42         0	7	0.0	0.1	0.0	0.1	0	migration/0
15:17:42         0	8	0.0	0.0	0.0	0.0	0	rcu_bh
15:17:42         0	9	0.0	0.2	0.0	0.2	1	rcu_sched
15:17:42         0	10	0.0	0.0	0.0	0.0	0	watchdog/0
15:17:42         0	11	0.0	0.0	0.0	0.0	1	watchdog/1
15:17:42         0	12	0.0	0.0	0.0	0.0	1	migration/1
15:17:42         0	13	0.0	0.1	0.0	0.1	1	ksoftirqd/1
15:17:42         0	14	0.0	0.0	0.0	0.0	1	kworker/1:0
15:17:42         0	15	0.0	0.0	0.0	0.0	1	kworker/1:0H
15:17:42         0	16	0.0	0.0	0.0	0.0	2	watchdog/2
15:17:42         0	17	0.0	0.0	0.0	0.0	2	migration/2
15:17:42         0	18	0.0	0.0	0.0	0.0	2	ksoftirqd/2
15:17:42         0	19	0.0	0.0	0.0	0.0	2	kworker/2:0
15:17:42         0	20	0.0	0.0	0.0	0.0	2	kworker/2:0H
15:17:42         0	21	0.0	0.0	0.0	0.0	3	watchdog/3
15:17:42         0	22	0.0	0.1	0.0	0.1	3	migration/3
15:17:42         0	23	0.0	0.0	0.0	0.0	3	ksoftirqd/3
15:17:42         0	24	0.0	0.0	0.0	0.0	3	kworker/3:0
15:17:42         0	25	0.0	0.0	0.0	0.0	3	kworker/3:0H
15:17:42         0	27	0.0	0.0	0.0	0.0	2	kdevtmpfs
15:17:42         0	28	0.0	0.0	0.0	0.0	1	netns
15:17:42         0	29	0.0	0.0	0.0	0.0	1	khungtaskd
15:17:42         0	30	0.0	0.0	0.0	0.0	0	writeback
15:17:42         0	31	0.0	0.0	0.0	0.0	1	kintegrityd
15:17:42         0	32	0.0	0.0	0.0	0.0	1	bioset
15:17:42         0	33	0.0	0.0	0.0	0.0	1	kblockd
15:17:42         0	34	0.0	0.0	0.0	0.0	1	md
15:17:42         0	35	0.0	0.0	0.0	0.0	0	kworker/0:1
15:17:42         0	40	0.0	0.0	0.0	0.0	1	kswapd0
15:17:42         0	41	0.0	0.0	0.0	0.0	3	ksmd
15:17:42         0	42	0.0	0.0	0.0	0.0	1	khugepaged
15:17:42         0	43	0.0	0.0	0.0	0.0	1	crypto
15:17:42         0	51	0.0	0.0	0.0	0.0	1	kthrotld
15:17:42         0	52	0.0	0.0	0.0	0.0	1	kworker/u8:1
15:17:42         0	53	0.0	0.0	0.0	0.0	1	kmpath_rdacd
15:17:42         0	54	0.0	0.0	0.0	0.0	0	kworker/0:2
15:17:42         0	55	0.0	0.0	0.0	0.0	2	kpsmoused
15:17:42         0	56	0.0	0.0	0.0	0.0	2	ipv6_addrconf
15:17:42         0	57	0.0	0.0	0.0	0.0	1	kworker/1:1
15:17:42         0	58	0.0	0.0	0.0	0.0	0	kworker/0:3
15:17:42         0	77	0.0	0.0	0.0	0.0	2	deferwq
15:17:42         0	78	0.0	0.0	0.0	0.0	2	kworker/2:1
15:17:42         0	108	0.0	0.0	0.0	0.0	3	kworker/3:1
15:17:42         0	111	0.0	0.0	0.0	0.0	3	kauditd
15:17:42         0	296	0.0	0.0	0.0	0.0	2	ata_sff
15:17:42         0	305	0.0	0.0	0.0	0.0	0	scsi_eh_0
15:17:42         0	306	0.0	0.0	0.0	0.0	2	scsi_tmf_0
15:17:42         0	307	0.0	0.0	0.0	0.0	2	scsi_eh_1
15:17:42         0	308	0.0	0.0	0.0	0.0	2	scsi_tmf_1
15:17:42         0	309	0.0	0.0	0.0	0.0	1	kworker/u8:2
15:17:42         0	310	0.0	0.0	0.0	0.0	2	kworker/u8:3
15:17:42         0	311	0.0	0.0	0.0	0.0	3	ttm_swap
15:17:42         0	323	0.0	0.2	0.0	0.2	0	kworker/0:1H
15:17:42         0	324	0.0	0.0	0.0	0.0	3	kworker/3:2
15:17:42         0	327	0.0	0.0	0.0	0.0	2	kworker/2:1H
15:17:42         0	328	0.0	0.1	0.0	0.1	1	kworker/1:1H
15:17:42         0	329	0.0	0.1	0.0	0.1	1	kworker/1:2
15:17:42         0	331	0.0	0.1	0.0	0.1	3	kworker/3:1H
15:17:42         0	391	0.0	0.0	0.0	0.0	1	kdmflush
15:17:42         0	392	0.0	0.0	0.0	0.0	0	bioset
15:17:42         0	401	0.0	0.0	0.0	0.0	1	kdmflush
15:17:42         0	402	0.0	0.0	0.0	0.0	0	bioset
15:17:42         0	417	0.0	0.0	0.0	0.0	2	bioset
15:17:42         0	418	0.0	0.0	0.0	0.0	1	xfsalloc
15:17:42         0	419	0.0	0.0	0.0	0.0	3	xfs_mru_cache
15:17:42         0	420	0.0	0.0	0.0	0.0	0	xfs-buf/dm-0
15:17:42         0	421	0.0	0.0	0.0	0.0	0	xfs-data/dm-0
15:17:42         0	422	0.0	0.0	0.0	0.0	0	xfs-conv/dm-0
15:17:42         0	423	0.0	0.0	0.0	0.0	0	xfs-cil/dm-0
15:17:42         0	424	0.0	0.0	0.0	0.0	0	xfs-reclaim/dm-
15:17:42         0	425	0.0	0.0	0.0	0.0	0	xfs-log/dm-0
15:17:42         0	426	0.0	0.0	0.0	0.0	0	xfs-eofblocks/d
15:17:42         0	427	0.0	0.0	0.0	0.0	0	xfsaild/dm-0
15:17:42         0	499	0.1	0.6	0.0	0.7	2	systemd-journal
15:17:42         0	522	0.0	0.0	0.0	0.0	0	rpciod
15:17:42         0	523	0.0	0.0	0.0	0.0	0	xprtiod
15:17:42         0	533	0.0	0.0	0.0	0.0	1	lvmetad
15:17:42         0	540	0.0	0.2	0.0	0.2	0	systemd-udevd
15:17:42         0	585	0.0	0.0	0.0	0.0	2	kworker/2:2
15:17:42         0	609	0.0	0.0	0.0	0.0	1	kworker/1:3
15:17:42         0	635	0.0	0.0	0.0	0.0	1	xfs-buf/sda1
15:17:42         0	636	0.0	0.0	0.0	0.0	1	xfs-data/sda1
15:17:42         0	637	0.0	0.0	0.0	0.0	1	xfs-conv/sda1
15:17:42         0	638	0.0	0.0	0.0	0.0	1	xfs-cil/sda1
15:17:42         0	639	0.0	0.0	0.0	0.0	1	xfs-reclaim/sda
15:17:42         0	640	0.0	0.0	0.0	0.0	1	xfs-log/sda1
15:17:42         0	641	0.0	0.0	0.0	0.0	1	xfs-eofblocks/s
15:17:42         0	642	0.0	0.0	0.0	0.0	0	xfsaild/sda1
15:17:42         0	644	0.0	0.0	0.0	0.0	1	kworker/1:4
15:17:42         0	677	0.0	0.0	0.0	0.0	3	auditd
15:17:42         0	679	0.0	0.0	0.0	0.0	3	audispd
15:17:42         0	681	0.0	0.0	0.0	0.0	3	sedispatch
15:17:42         0	702	0.0	0.1	0.0	0.1	3	systemd-logind
15:17:42         0	704	0.0	0.0	0.0	0.0	3	rngd
15:17:42         0	705	0.0	0.0	0.0	0.0	1	alsactl
15:17:42         81	706	1.7	0.7	0.0	2.4	3	dbus-daemon
15:17:42         70	711	0.0	0.0	0.0	0.0	3	avahi-daemon
15:17:42         0	712	0.0	0.0	0.0	0.0	0	smartd
15:17:42         0	714	0.0	0.0	0.0	0.0	3	abrtd
15:17:42         998	716	0.0	0.0	0.0	0.0	0	lsmd
15:17:42         0	717	0.1	0.1	0.0	0.2	3	rsyslogd
15:17:42         0	718	0.0	0.0	0.0	0.0	1	ModemManager
15:17:42         172	719	0.0	0.1	0.0	0.1	3	rtkit-daemon
15:17:42         0	720	0.1	0.0	0.0	0.1	0	accounts-daemon
15:17:42         999	721	0.2	0.2	0.0	0.4	3	polkitd
15:17:42         0	722	0.0	0.0	0.0	0.0	3	abrt-watch-log
15:17:42         0	723	0.0	0.1	0.0	0.1	2	abrt-watch-log
15:17:42         0	724	0.0	0.0	0.0	0.0	3	irqbalance
15:17:42         0	737	0.0	0.0	0.0	0.0	1	mcelog
15:17:42         0	750	0.0	0.0	0.0	0.0	3	ksmtuned
15:17:42         0	751	0.0	0.0	0.0	0.0	1	sleep
15:17:42         0	754	0.0	0.1	0.0	0.1	2	spice-vdagentd
15:17:42         70	757	0.0	0.0	0.0	0.0	0	avahi-daemon
15:17:42         0	771	0.0	0.0	0.0	0.0	1	gssproxy
15:17:42         0	781	0.1	0.0	0.0	0.1	3	firewalld
15:17:42         0	792	0.2	0.1	0.0	0.3	3	NetworkManager
15:17:42         0	823	0.0	0.0	0.0	0.0	2	kworker/2:3
15:17:42         0	828	0.0	0.0	0.0	0.0	1	systemd-hostnam
15:17:42         0	917	0.0	0.0	0.0	0.0	0	dhclient
15:17:42         0	1112	0.0	0.0	0.0	0.0	0	tuned
15:17:42         0	1118	0.0	0.0	0.0	0.0	1	sshd
15:17:42         0	1123	0.0	0.0	0.0	0.0	2	cupsd
15:17:42         0	1124	0.0	0.0	0.0	0.0	1	rhsmcertd
15:17:42         0	1132	0.1	0.1	0.0	0.2	1	libvirtd
15:17:42         0	1192	0.0	0.0	0.0	0.0	1	rhnsd
15:17:42         0	1204	0.0	0.0	0.0	0.0	2	atd
15:17:42         0	1206	0.0	0.0	0.0	0.0	3	crond
15:17:42         0	1207	0.1	0.1	0.0	0.2	0	gdm
15:17:42         0	1470	0.0	0.0	0.0	0.0	3	master
15:17:42         89	1471	0.0	0.0	0.0	0.0	2	pickup
15:17:42         89	1472	0.0	0.0	0.0	0.0	1	qmgr
15:17:42         387	1493	0.5	0.7	0.0	1.2	1	pmcd
15:17:42         0	1499	0.0	0.0	0.0	0.0	0	pmdaroot
15:17:42         387	1500	0.1	0.5	0.0	0.6	2	pmdaproc
15:17:42         0	1501	0.0	0.0	0.0	0.0	2	pmdaxfs
15:17:42         0	1502	0.1	0.3	0.0	0.4	1	pmdalinux
15:17:42         0	1503	0.0	0.0	0.0	0.0	3	python
15:17:42         0	1512	0.0	0.0	0.0	0.0	3	pmdadm
15:17:42         0	1625	?	?	?	?	?	pmlogger
15:17:42         0	1629	?	?	?	?	?	pmlogger_check
15:17:42         0	1858	?	?	?	?	?	pmlogger_check
15:17:42         387	1948	0.0	0.0	0.0	0.0	0	pmie
15:17:42         0	2464	1.0	1.0	0.0	2.0	3	X
15:17:42         0	2559	?	?	?	?	?	gdm-session-wor
15:17:42         42	2665	?	?	?	?	?	gnome-session-b
15:17:42         42	2710	?	?	?	?	?	dbus-launch
15:17:42         42	2730	?	?	?	?	?	dbus-daemon
15:17:42         42	2766	?	?	?	?	?	dbus-launch
15:17:42         42	2767	?	?	?	?	?	dbus-daemon
15:17:42         42	2824	?	?	?	?	?	at-spi-bus-laun
15:17:42         42	2836	?	?	?	?	?	dbus-daemon
15:17:42         42	2848	?	?	?	?	?	at-spi2-registr
15:17:42         42	2915	?	?	?	?	?	gnome-shell
15:17:42         0	3002	0.0	0.0	0.0	0.0	2	upowerd
15:17:42         42	3102	0.0	0.1	0.0	0.1	3	pulseaudio
15:17:42         0	3745	0.0	0.0	0.0	0.0	1	systemd-localed
15:17:42         42	3773	?	?	?	?	?	ibus-daemon
15:17:42         42	3796	?	?	?	?	?	ibus-dconf
15:17:42         42	3800	?	?	?	?	?	ibus-x11
15:17:42         994	3932	?	?	?	?	?	geoclue
15:17:42         42	3934	?	?	?	?	?	xdg-permission-
15:17:42         0	3956	0.0	0.0	0.0	0.0	1	wpa_supplicant
15:17:42         0	3972	0.0	0.1	0.0	0.1	0	packagekitd
15:17:42         42	3984	?	?	?	?	?	gnome-settings-
15:17:42         42	3986	0.0	0.0	0.0	0.0	0	spice-vdagent
15:17:42         997	4039	0.0	0.0	0.0	0.0	3	colord
15:17:42         0	4070	0.0	0.0	0.0	0.0	3	fprintd
15:17:42         0	4091	0.0	0.0	0.0	0.0	1	realmd
15:17:42         42	4140	?	?	?	?	?	ibus-engine-sim
15:17:42         387	7141	0.4	0.5	0.0	0.9	2	pmlogger
15:17:42         0	7175	?	?	?	?	?	pmlc
15:17:42         0	7176	?	?	?	?	?	grep
