QA output created by 064

=== pcp-pidstat with -f formatting of the timestamps
Linux  4.4.0-31-generic  (ram-Lenovo)  08/05/16  x86_64    (4 CPU)
Timestamp                 UID	PID	usr	system	guest	%CPU	CPU	Command
Fri Aug  5 07:35:07 2016  0	47	0.0	0.0	0.0	0.0	2	fsnotify_mark
Fri Aug  5 07:35:07 2016  0	48	0.0	0.0	0.0	0.0	3	ecryptfs-kthrea
Fri Aug  5 07:35:07 2016  0	64	0.0	0.0	0.0	0.0	3	kthrotld
Fri Aug  5 07:35:07 2016  0	65	0.0	0.0	0.0	0.0	3	acpi_thermal_pm
Fri Aug  5 07:35:07 2016  0	66	0.0	0.0	0.0	0.0	1	kworker/u16:2
Fri Aug  5 07:35:07 2016  0	68	0.0	0.0	0.0	0.0	0	bioset
Fri Aug  5 07:35:07 2016  0	69	0.0	0.0	0.0	0.0	0	bioset
Fri Aug  5 07:35:07 2016  0	70	0.0	0.0	0.0	0.0	0	bioset
Fri Aug  5 07:35:07 2016  0	71	0.0	0.0	0.0	0.0	1	bioset
Fri Aug  5 07:35:07 2016  0	72	0.0	0.0	0.0	0.0	1	bioset
Fri Aug  5 07:35:07 2016  0	73	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	74	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	75	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	76	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	77	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	78	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	79	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	80	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	81	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	82	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	83	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	84	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	85	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	86	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	87	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	88	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	89	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	90	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	91	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:07 2016  0	96	0.0	0.0	0.0	0.0	2	ipv6_addrconf
Fri Aug  5 07:35:07 2016  0	109	0.0	0.0	0.0	0.0	2	deferwq
Fri Aug  5 07:35:07 2016  0	110	0.0	0.0	0.0	0.0	2	charger_manager
Fri Aug  5 07:35:07 2016  0	153	0.0	0.0	0.0	0.0	0	kpsmoused
Fri Aug  5 07:35:07 2016  0	154	0.0	0.0	0.0	0.0	1	scsi_eh_0
Fri Aug  5 07:35:07 2016  0	155	0.0	0.0	0.0	0.0	1	scsi_tmf_0
Fri Aug  5 07:35:07 2016  0	156	0.0	0.0	0.0	0.0	1	scsi_eh_1
Fri Aug  5 07:35:07 2016  0	157	0.0	0.0	0.0	0.0	1	scsi_tmf_1
Fri Aug  5 07:35:07 2016  0	158	0.0	0.0	0.0	0.0	1	scsi_eh_2
Fri Aug  5 07:35:07 2016  0	159	0.0	0.0	0.0	0.0	1	scsi_tmf_2
Fri Aug  5 07:35:07 2016  0	160	0.0	0.0	0.0	0.0	1	scsi_eh_3
Fri Aug  5 07:35:07 2016  0	161	0.0	0.0	0.0	0.0	1	scsi_tmf_3
Fri Aug  5 07:35:07 2016  0	162	0.0	0.0	0.0	0.0	2	scsi_eh_4
Fri Aug  5 07:35:07 2016  0	163	0.0	0.0	0.0	0.0	1	scsi_tmf_4
Fri Aug  5 07:35:07 2016  0	164	0.0	0.0	0.0	0.0	1	scsi_eh_5
Fri Aug  5 07:35:07 2016  0	165	0.0	0.0	0.0	0.0	1	scsi_tmf_5
Fri Aug  5 07:35:07 2016  0	166	0.0	0.0	0.0	0.0	0	kworker/u16:3
Fri Aug  5 07:35:07 2016  0	169	0.0	0.0	0.0	0.0	2	kfd_process_wq
Fri Aug  5 07:35:07 2016  0	172	0.0	0.0	0.0	0.0	1	ttm_swap
Fri Aug  5 07:35:07 2016  0	173	0.0	0.0	0.0	0.0	2	kworker/2:2
Fri Aug  5 07:35:07 2016  0	174	0.0	0.0	0.0	0.0	0	bioset
Fri Aug  5 07:35:07 2016  0	175	0.0	0.0	0.0	0.0	0	kworker/u16:5
Fri Aug  5 07:35:07 2016  0	176	0.0	0.0	0.0	0.0	3	bioset
Fri Aug  5 07:35:07 2016  0	250	0.0	0.0	0.0	0.0	1	raid5wq
Fri Aug  5 07:35:07 2016  0	280	0.0	0.0	0.0	0.0	0	bioset
Fri Aug  5 07:35:07 2016  0	306	0.0	0.0	0.0	0.0	1	kworker/1:1H
Fri Aug  5 07:35:07 2016  0	308	0.0	0.0	0.0	0.0	3	jbd2/sda8-8
Fri Aug  5 07:35:07 2016  0	309	0.0	0.0	0.0	0.0	0	ext4-rsv-conver
Fri Aug  5 07:35:07 2016  0	356	0.0	0.0	0.0	0.0	1	kauditd
Fri Aug  5 07:35:07 2016  0	367	0.0	0.0	0.0	0.0	3	systemd-journal
Fri Aug  5 07:35:07 2016  0	385	0.0	0.0	0.0	0.0	3	lvmetad
Fri Aug  5 07:35:07 2016  0	398	0.0	0.0	0.0	0.0	0	systemd-udevd
Fri Aug  5 07:35:07 2016  0	413	0.0	0.0	0.0	0.0	2	kworker/2:1H
Fri Aug  5 07:35:07 2016  0	463	0.0	0.0	0.0	0.0	0	irq/29-mei_me
Fri Aug  5 07:35:07 2016  0	464	0.0	0.0	0.0	0.0	3	edac-poller
Fri Aug  5 07:35:07 2016  0	482	0.0	0.0	0.0	0.0	0	kworker/0:1H
Fri Aug  5 07:35:07 2016  0	484	0.0	0.0	0.0	0.0	3	kworker/3:1H
Fri Aug  5 07:35:07 2016  0	577	0.0	0.0	0.0	0.0	3	cfg80211
Fri Aug  5 07:35:07 2016  0	631	0.0	0.0	0.0	0.0	0	wl_event_handle
Fri Aug  5 07:35:07 2016  0	636	0.0	0.0	0.0	0.0	1	kvm-irqfd-clean
Fri Aug  5 07:35:07 2016  0	667	0.0	0.0	0.0	0.0	1	kmemstick
Fri Aug  5 07:35:07 2016  0	668	0.0	0.0	0.0	0.0	2	rtsx_usb_ms_1
Fri Aug  5 07:35:07 2016  0	682	0.0	0.0	0.0	0.0	0	jbd2/sda10-8
Fri Aug  5 07:35:07 2016  0	683	0.0	0.0	0.0	0.0	2	ext4-rsv-conver
Fri Aug  5 07:35:07 2016  0	687	0.0	0.0	0.0	0.0	1	jbd2/sda9-8
Fri Aug  5 07:35:07 2016  0	688	0.0	0.0	0.0	0.0	0	ext4-rsv-conver
Fri Aug  5 07:35:07 2016  100	829	0.0	0.0	0.0	0.0	3	systemd-timesyn
Fri Aug  5 07:35:07 2016  0	905	0.0	0.0	0.0	0.0	0	cron
Fri Aug  5 07:35:07 2016  111	909	0.0	0.0	0.0	0.0	0	avahi-daemon
Fri Aug  5 07:35:07 2016  109	913	0.0	0.0	0.0	0.0	2	whoopsie
Fri Aug  5 07:35:07 2016  0	917	0.0	0.0	0.0	0.0	2	systemd-logind
Fri Aug  5 07:35:07 2016  0	921	0.0	0.0	0.0	0.0	2	accounts-daemon
Fri Aug  5 07:35:07 2016  106	923	0.0	0.0	0.0	0.0	1	dbus-daemon
Fri Aug  5 07:35:07 2016  111	937	0.0	0.0	0.0	0.0	1	avahi-daemon
Fri Aug  5 07:35:07 2016  0	942	0.0	0.0	0.0	0.0	0	atd
Fri Aug  5 07:35:07 2016  0	945	0.0	0.0	0.0	0.0	3	NetworkManager
Fri Aug  5 07:35:07 2016  104	947	0.0	0.0	0.0	0.0	0	rsyslogd
Fri Aug  5 07:35:07 2016  0	950	0.0	0.0	0.0	0.0	2	acpid
Fri Aug  5 07:35:07 2016  0	958	0.0	0.0	0.0	0.0	2	cups-browsed
Fri Aug  5 07:35:07 2016  0	963	0.0	0.0	0.0	0.0	3	thermald
Fri Aug  5 07:35:07 2016  0	969	0.0	0.0	0.0	0.0	0	ModemManager
Fri Aug  5 07:35:07 2016  0	992	0.0	0.0	0.0	0.0	3	snapd
Fri Aug  5 07:35:07 2016  0	1083	0.0	0.0	0.0	0.0	2	irqbalance
Fri Aug  5 07:35:07 2016  0	1084	0.0	0.0	0.0	0.0	2	mdadm
Fri Aug  5 07:35:07 2016  0	1094	0.0	0.0	0.0	0.0	2	polkitd
Fri Aug  5 07:35:07 2016  0	1117	0.0	0.0	0.0	0.0	1	lightdm
Fri Aug  5 07:35:07 2016  0	1145	0.0	1.0	0.0	1.0	2	Xorg
Fri Aug  5 07:35:07 2016  124	1231	0.0	0.0	0.0	0.0	3	postgres
Fri Aug  5 07:35:07 2016  999	1233	0.0	0.0	0.0	0.0	0	pmcd
Fri Aug  5 07:35:07 2016  0	1235	0.0	0.0	0.0	0.0	2	pmdaroot
Fri Aug  5 07:35:07 2016  0	1236	0.0	0.0	0.0	0.0	3	wpa_supplicant
Fri Aug  5 07:35:07 2016  1000	1238	0.0	1.0	0.0	1.0	3	pmdaproc
Fri Aug  5 07:35:07 2016  0	1240	0.0	0.0	0.0	0.0	0	pmdaxfs
Fri Aug  5 07:35:07 2016  999	1241	0.0	0.0	0.0	0.0	2	pmdasample
Fri Aug  5 07:35:07 2016  0	1242	0.0	0.0	0.0	0.0	1	pmdalinux
Fri Aug  5 07:35:07 2016  999	1243	0.0	0.0	0.0	0.0	3	pmdasimple
Fri Aug  5 07:35:07 2016  124	1397	0.0	0.0	0.0	0.0	0	postgres
Fri Aug  5 07:35:07 2016  124	1398	0.0	0.0	0.0	0.0	0	postgres
Fri Aug  5 07:35:07 2016  124	1399	0.0	0.0	0.0	0.0	2	postgres
Fri Aug  5 07:35:07 2016  124	1400	0.0	0.0	0.0	0.0	3	postgres
Fri Aug  5 07:35:07 2016  124	1401	0.0	0.0	0.0	0.0	3	postgres
Fri Aug  5 07:35:07 2016  1000	2358	0.0	0.0	0.0	0.0	3	sh
Fri Aug  5 07:35:07 2016  1000	2360	0.0	0.0	0.0	0.0	0	make
Fri Aug  5 07:35:07 2016  0	3160	0.0	0.0	0.0	0.0	2	dhclient
Fri Aug  5 07:35:07 2016  65534	4979	0.0	0.0	0.0	0.0	0	dnsmasq
Fri Aug  5 07:35:07 2016  1000	5029	0.0	0.0	0.0	0.0	1	sh
Fri Aug  5 07:35:07 2016  1000	5031	0.0	0.0	0.0	0.0	0	make
Fri Aug  5 07:35:07 2016  1000	5034	0.0	0.0	0.0	0.0	0	sh
Fri Aug  5 07:35:07 2016  0	5077	0.0	0.0	0.0	0.0	0	agetty
Fri Aug  5 07:35:07 2016  122	5120	0.0	0.0	0.0	0.0	1	unbound
Fri Aug  5 07:35:07 2016  0	5157	0.0	0.0	0.0	0.0	3	lightdm
Fri Aug  5 07:35:07 2016  0	5222	0.0	0.0	0.0	0.0	0	upowerd
Fri Aug  5 07:35:07 2016  118	5227	0.0	0.0	0.0	0.0	1	rtkit-daemon
Fri Aug  5 07:35:07 2016  113	5261	0.0	0.0	0.0	0.0	3	colord
Fri Aug  5 07:35:07 2016  0	5312	0.0	0.0	0.0	0.0	1	apache2
Fri Aug  5 07:35:07 2016  1000	5401	0.0	0.0	0.0	0.0	3	systemd
Fri Aug  5 07:35:07 2016  1000	5402	0.0	0.0	0.0	0.0	3	(sd-pam
Fri Aug  5 07:35:07 2016  1000	5408	0.0	0.0	0.0	0.0	2	gnome-keyring-d
Fri Aug  5 07:35:07 2016  1000	5410	0.0	0.0	0.0	0.0	3	upstart
Fri Aug  5 07:35:07 2016  1000	5475	0.0	0.0	0.0	0.0	3	upstart-udev-br
Fri Aug  5 07:35:07 2016  1000	5488	0.0	0.0	0.0	0.0	1	dbus-daemon
Fri Aug  5 07:35:07 2016  1000	5500	0.0	0.0	0.0	0.0	3	window-stack-br
Fri Aug  5 07:35:07 2016  1000	5518	0.0	0.0	0.0	0.0	1	ibus-daemon
Fri Aug  5 07:35:07 2016  1000	5544	0.0	0.0	0.0	0.0	2	gvfsd
Fri Aug  5 07:35:07 2016  1000	5549	0.0	0.0	0.0	0.0	2	gvfsd-fuse
Fri Aug  5 07:35:07 2016  1000	5560	0.0	0.0	0.0	0.0	1	gpg-agent
Fri Aug  5 07:35:07 2016  1000	5562	0.0	0.0	0.0	0.0	0	ibus-dconf
Fri Aug  5 07:35:07 2016  1000	5563	0.0	0.0	0.0	0.0	3	ibus-ui-gtk3
Fri Aug  5 07:35:07 2016  1000	5565	0.0	0.0	0.0	0.0	1	ibus-x11
Fri Aug  5 07:35:07 2016  1000	5583	0.0	0.0	0.0	0.0	1	upstart-dbus-br
Fri Aug  5 07:35:07 2016  1000	5585	0.0	0.0	0.0	0.0	1	upstart-dbus-br
Fri Aug  5 07:35:07 2016  1000	5589	0.0	0.0	0.0	0.0	2	upstart-file-br
Fri Aug  5 07:35:07 2016  1000	5596	0.0	0.0	0.0	0.0	1	bamfdaemon
Fri Aug  5 07:35:07 2016  1000	5606	0.0	0.0	0.0	0.0	3	hud-service
Fri Aug  5 07:35:07 2016  1000	5608	0.0	0.0	0.0	0.0	2	unity-settings-
Fri Aug  5 07:35:07 2016  1000	5612	0.0	0.0	0.0	0.0	0	at-spi-bus-laun
Fri Aug  5 07:35:07 2016  1000	5614	0.0	0.0	0.0	0.0	2	gnome-session-b
Fri Aug  5 07:35:07 2016  1000	5622	0.0	0.0	0.0	0.0	0	dbus-daemon
Fri Aug  5 07:35:07 2016  1000	5624	0.0	0.0	0.0	0.0	0	unity-panel-ser
Fri Aug  5 07:35:07 2016  1000	5631	0.0	0.0	0.0	0.0	2	at-spi2-registr
Fri Aug  5 07:35:07 2016  1000	5639	0.0	0.0	0.0	0.0	0	compiz
Fri Aug  5 07:35:07 2016  1000	5640	0.0	0.0	0.0	0.0	0	ibus-engine-sim
Fri Aug  5 07:35:07 2016  1000	5661	0.0	0.0	0.0	0.0	1	dconf-service
Fri Aug  5 07:35:07 2016  1000	5663	0.0	0.0	0.0	0.0	2	syndaemon
Fri Aug  5 07:35:07 2016  1000	5683	0.0	0.0	0.0	0.0	2	pulseaudio
Fri Aug  5 07:35:07 2016  1000	5711	0.0	0.0	0.0	0.0	2	indicator-messa
Fri Aug  5 07:35:07 2016  1000	5712	0.0	0.0	0.0	0.0	2	indicator-bluet
Fri Aug  5 07:35:07 2016  1000	5713	0.0	0.0	0.0	0.0	2	indicator-power
Fri Aug  5 07:35:07 2016  1000	5714	0.0	0.0	0.0	0.0	0	indicator-datet
Fri Aug  5 07:35:07 2016  1000	5716	0.0	0.0	0.0	0.0	3	indicator-keybo
Fri Aug  5 07:35:07 2016  1000	5720	0.0	0.0	0.0	0.0	0	indicator-sound
Fri Aug  5 07:35:07 2016  1000	5721	0.0	0.0	0.0	0.0	2	indicator-print
Fri Aug  5 07:35:07 2016  1000	5724	0.0	0.0	0.0	0.0	3	indicator-sessi
Fri Aug  5 07:35:07 2016  1000	5748	0.0	0.0	0.0	0.0	0	nautilus
Fri Aug  5 07:35:07 2016  1000	5749	0.0	0.0	0.0	0.0	0	unity-fallback-
Fri Aug  5 07:35:07 2016  1000	5752	0.0	0.0	0.0	0.0	1	indicator-appli
Fri Aug  5 07:35:07 2016  1000	5753	0.0	0.0	0.0	0.0	2	polkit-gnome-au
Fri Aug  5 07:35:07 2016  1000	5764	0.0	0.0	0.0	0.0	2	nm-applet
Fri Aug  5 07:35:07 2016  1000	5767	0.0	0.0	0.0	0.0	2	gnome-software
Fri Aug  5 07:35:07 2016  1000	5771	0.0	0.0	0.0	0.0	1	evolution-sourc
Fri Aug  5 07:35:07 2016  1000	5794	0.0	0.0	0.0	0.0	1	artha
Fri Aug  5 07:35:07 2016  1000	5797	0.0	0.0	0.0	0.0	2	redshift
Fri Aug  5 07:35:07 2016  1000	5805	0.0	0.0	0.0	0.0	0	gvfs-udisks2-vo
Fri Aug  5 07:35:07 2016  123	5809	0.0	0.0	0.0	0.0	0	geoclue
Fri Aug  5 07:35:07 2016  0	5830	0.0	0.0	0.0	0.0	1	udisksd
Fri Aug  5 07:35:07 2016  1000	5841	0.0	0.0	0.0	0.0	1	gvfs-goa-volume
Fri Aug  5 07:35:07 2016  1000	5846	0.0	0.0	0.0	0.0	0	gvfs-afc-volume
Fri Aug  5 07:35:07 2016  1000	5852	0.0	0.0	0.0	0.0	1	gvfs-gphoto2-vo
Fri Aug  5 07:35:07 2016  1000	5871	0.0	0.0	0.0	0.0	2	gvfs-mtp-volume
Fri Aug  5 07:35:07 2016  0	5882	0.0	0.0	0.0	0.0	0	fwupd
Fri Aug  5 07:35:07 2016  1000	5895	0.0	0.0	0.0	0.0	2	gvfsd-trash
Fri Aug  5 07:35:07 2016  1000	5901	0.0	0.0	0.0	0.0	1	evolution-calen
Fri Aug  5 07:35:07 2016  1000	5921	0.0	0.0	0.0	0.0	0	evolution-calen
Fri Aug  5 07:35:07 2016  1000	5932	0.0	0.0	0.0	0.0	2	evolution-calen
Fri Aug  5 07:35:07 2016  1000	5933	0.0	0.0	0.0	0.0	1	evolution-addre
Fri Aug  5 07:35:07 2016  1000	5957	0.0	0.0	0.0	0.0	3	evolution-addre
Fri Aug  5 07:35:07 2016  1000	5997	0.0	0.0	0.0	0.0	3	zeitgeist-datah
Fri Aug  5 07:35:07 2016  1000	6004	0.0	0.0	0.0	0.0	1	sh
Fri Aug  5 07:35:07 2016  1000	6008	0.0	0.0	0.0	0.0	0	zeitgeist-daemo
Fri Aug  5 07:35:07 2016  1000	6015	0.0	0.0	0.0	0.0	2	zeitgeist-fts
Fri Aug  5 07:35:07 2016  1000	6051	0.0	0.0	0.0	0.0	0	atom
Fri Aug  5 07:35:07 2016  1000	6054	0.0	0.0	0.0	0.0	0	atom
Fri Aug  5 07:35:07 2016  1000	6065	0.0	0.0	0.0	0.0	3	gconfd-2
Fri Aug  5 07:35:07 2016  1000	6079	0.0	0.0	0.0	0.0	1	atom
Fri Aug  5 07:35:07 2016  1000	6092	0.0	0.0	0.0	0.0	0	atom
Fri Aug  5 07:35:07 2016  1000	6158	0.0	0.0	0.0	0.0	0	update-notifier
Fri Aug  5 07:35:07 2016  1000	6196	0.0	0.0	0.0	0.0	1	atom
Fri Aug  5 07:35:07 2016  1000	6737	0.0	0.0	0.0	0.0	2	slack
Fri Aug  5 07:35:07 2016  1000	6741	0.0	0.0	0.0	0.0	3	slack
Fri Aug  5 07:35:07 2016  1000	6804	0.0	0.0	0.0	0.0	0	slack
Fri Aug  5 07:35:07 2016  1000	6825	0.1	0.0	0.0	0.1	1	slack
Fri Aug  5 07:35:07 2016  1000	6937	0.0	0.0	0.0	0.0	3	slack
Fri Aug  5 07:35:07 2016  1000	6962	0.0	0.0	0.0	0.0	1	notify-osd
Fri Aug  5 07:35:07 2016  1000	6984	0.0	0.0	0.0	0.0	1	deja-dup-monito
Fri Aug  5 07:35:07 2016  1000	7001	0.0	0.0	0.0	0.0	2	chrome
Fri Aug  5 07:35:07 2016  1000	7008	0.0	0.0	0.0	0.0	1	cat
Fri Aug  5 07:35:07 2016  1000	7009	0.0	0.0	0.0	0.0	1	cat
Fri Aug  5 07:35:07 2016  1000	7012	0.0	0.0	0.0	0.0	0	chrome
Fri Aug  5 07:35:07 2016  1000	7014	0.0	0.0	0.0	0.0	1	nacl_helper
Fri Aug  5 07:35:07 2016  1000	7035	0.0	0.0	0.0	0.0	0	chrome
Fri Aug  5 07:35:07 2016  1000	7066	0.0	0.0	0.0	0.0	1	chrome
Fri Aug  5 07:35:07 2016  1000	7071	0.0	0.0	0.0	0.0	2	chrome
Fri Aug  5 07:35:07 2016  1000	7121	0.0	0.0	0.0	0.0	0	slack
Fri Aug  5 07:35:07 2016  1000	7150	0.0	0.0	0.0	0.0	1	chrome
Fri Aug  5 07:35:07 2016  1000	7188	0.0	0.0	0.0	0.0	2	chrome
Fri Aug  5 07:35:07 2016  1000	7213	0.0	0.0	0.0	0.0	0	chrome
Fri Aug  5 07:35:07 2016  1000	7217	0.0	0.0	0.0	0.0	1	chrome
Fri Aug  5 07:35:07 2016  1000	7224	0.0	0.0	0.0	0.0	0	chrome
Fri Aug  5 07:35:07 2016  1000	7226	0.0	0.0	0.0	0.0	2	chrome
Fri Aug  5 07:35:07 2016  1000	7227	0.0	0.0	0.0	0.0	2	chrome
Fri Aug  5 07:35:07 2016  1000	7230	0.0	0.0	0.0	0.0	2	chrome
Fri Aug  5 07:35:07 2016  1000	7231	0.0	0.0	0.0	0.0	3	chrome
Fri Aug  5 07:35:07 2016  1000	7232	0.0	0.0	0.0	0.0	3	chrome
Fri Aug  5 07:35:07 2016  1000	7236	1.0	0.0	0.0	1.0	0	chrome
Fri Aug  5 07:35:07 2016  1000	7339	1.0	0.0	0.0	1.0	3	chrome
Fri Aug  5 07:35:07 2016  1000	7417	0.0	0.0	0.0	0.0	2	chrome
Fri Aug  5 07:35:07 2016  1000	7425	0.0	0.0	0.0	0.0	0	chrome
Fri Aug  5 07:35:07 2016  33	7765	0.0	0.0	0.0	0.0	2	apache2
Fri Aug  5 07:35:07 2016  33	7766	0.0	0.0	0.0	0.0	1	apache2
Fri Aug  5 07:35:07 2016  0	8127	0.0	0.0	0.0	0.0	0	kworker/0:0
Fri Aug  5 07:35:07 2016  1000	8251	0.0	0.0	0.0	0.0	0	gnome-terminal-
Fri Aug  5 07:35:07 2016  1000	8258	0.0	0.0	0.0	0.0	1	bash
Fri Aug  5 07:35:07 2016  0	8480	0.0	0.0	0.0	0.0	0	kworker/0:1
Fri Aug  5 07:35:07 2016  1000	8649	0.0	0.0	0.0	0.0	2	make
Fri Aug  5 07:35:07 2016  1000	8652	0.0	0.0	0.0	0.0	0	sh
Fri Aug  5 07:35:07 2016  999	8712	0.0	0.0	0.0	0.0	3	pmlogger
Fri Aug  5 07:35:07 2016  1000	8800	0.0	0.0	0.0	0.0	3	python
Fri Aug  5 07:35:07 2016  0	8899	0.0	0.0	0.0	0.0	3	kworker/3:1
Fri Aug  5 07:35:07 2016  1000	8993	0.0	0.0	0.0	0.0	2	Makepkgs
Fri Aug  5 07:35:07 2016  0	9418	0.0	0.0	0.0	0.0	1	kworker/1:2
Fri Aug  5 07:35:07 2016  1000	11682	1.0	0.0	0.0	1.0	0	chrome
Fri Aug  5 07:35:07 2016  1000	13421	0.0	0.0	0.0	0.0	3	pmlogger
Fri Aug  5 07:35:07 2016  1000	14017	0.0	0.0	0.0	0.0	0	Makepkgs
Fri Aug  5 07:35:07 2016  1000	14018	0.0	0.0	0.0	0.0	0	dpkg-buildpacka
Fri Aug  5 07:35:07 2016  0	17377	0.0	0.0	0.0	0.0	2	kworker/2:1
Fri Aug  5 07:35:07 2016  1000	17406	0.0	0.0	0.0	0.0	0	bash
Fri Aug  5 07:35:07 2016  1000	17478	0.0	0.0	0.0	0.0	0	gvfsd-network
Fri Aug  5 07:35:07 2016  1000	17540	0.0	0.0	0.0	0.0	2	gvfsd-dnssd
Fri Aug  5 07:35:07 2016  0	26814	0.0	0.0	0.0	0.0	3	kworker/3:2
Fri Aug  5 07:35:07 2016  1000	27306	0.0	0.0	0.0	0.0	0	gedit
Fri Aug  5 07:35:07 2016  0	28174	0.0	0.0	0.0	0.0	1	kworker/1:1
Fri Aug  5 07:35:07 2016  0	28527	0.0	0.0	0.0	0.0	3	kworker/u16:0
Fri Aug  5 07:35:07 2016  1000	29539	0.0	0.0	0.0	0.0	1	gvfsd-metadata
Fri Aug  5 07:35:07 2016  0	30540	0.0	0.0	0.0	0.0	0	kworker/0:2
Fri Aug  5 07:35:07 2016  0	31200	0.0	0.0	0.0	0.0	2	kworker/2:0
Fri Aug  5 07:35:07 2016  1000	32349	0.0	0.0	0.0	0.0	0	fakeroot
Fri Aug  5 07:35:07 2016  1000	32357	0.0	2.0	0.0	2.0	0	faked-sysv
Fri Aug  5 07:35:07 2016  1000	32364	0.0	0.0	0.0	0.0	2	rules
Timestamp                 UID	PID	usr	system	guest	%CPU	CPU	Command
Fri Aug  5 07:35:08 2016  0	1	0.0	0.0	0.0	0.0	0	systemd
Fri Aug  5 07:35:08 2016  0	2	0.0	0.0	0.0	0.0	3	kthreadd
Fri Aug  5 07:35:08 2016  0	3	0.0	0.0	0.0	0.0	0	ksoftirqd/0
Fri Aug  5 07:35:08 2016  0	5	0.0	0.0	0.0	0.0	0	kworker/0:0H
Fri Aug  5 07:35:08 2016  0	7	0.0	0.0	0.0	0.0	0	rcu_sched
Fri Aug  5 07:35:08 2016  0	8	0.0	0.0	0.0	0.0	0	rcu_bh
Fri Aug  5 07:35:08 2016  0	9	0.0	0.0	0.0	0.0	0	migration/0
Fri Aug  5 07:35:08 2016  0	10	0.0	0.0	0.0	0.0	0	watchdog/0
Fri Aug  5 07:35:08 2016  0	11	0.0	0.0	0.0	0.0	1	watchdog/1
Fri Aug  5 07:35:08 2016  0	12	0.0	0.0	0.0	0.0	1	migration/1
Fri Aug  5 07:35:08 2016  0	13	0.0	0.0	0.0	0.0	1	ksoftirqd/1
Fri Aug  5 07:35:08 2016  0	14	0.0	0.0	0.0	0.0	1	kworker/1:0
Fri Aug  5 07:35:08 2016  0	15	0.0	0.0	0.0	0.0	1	kworker/1:0H
Fri Aug  5 07:35:08 2016  0	16	0.0	0.0	0.0	0.0	2	watchdog/2
Fri Aug  5 07:35:08 2016  0	17	0.0	0.0	0.0	0.0	2	migration/2
Fri Aug  5 07:35:08 2016  0	18	0.0	0.0	0.0	0.0	2	ksoftirqd/2
Fri Aug  5 07:35:08 2016  0	20	0.0	0.0	0.0	0.0	2	kworker/2:0H
Fri Aug  5 07:35:08 2016  0	21	0.0	0.0	0.0	0.0	3	watchdog/3
Fri Aug  5 07:35:08 2016  0	22	0.0	0.0	0.0	0.0	3	migration/3
Fri Aug  5 07:35:08 2016  0	23	0.0	0.0	0.0	0.0	3	ksoftirqd/3
Fri Aug  5 07:35:08 2016  0	24	0.0	0.0	0.0	0.0	3	kworker/3:0
Fri Aug  5 07:35:08 2016  0	25	0.0	0.0	0.0	0.0	3	kworker/3:0H
Fri Aug  5 07:35:08 2016  0	26	0.0	0.0	0.0	0.0	0	kdevtmpfs
Fri Aug  5 07:35:08 2016  0	27	0.0	0.0	0.0	0.0	1	netns
Fri Aug  5 07:35:08 2016  0	28	0.0	0.0	0.0	0.0	1	perf
Fri Aug  5 07:35:08 2016  0	29	0.0	0.0	0.0	0.0	1	khungtaskd
Fri Aug  5 07:35:08 2016  0	30	0.0	0.0	0.0	0.0	1	writeback
Fri Aug  5 07:35:08 2016  0	31	0.0	0.0	0.0	0.0	1	ksmd
Fri Aug  5 07:35:08 2016  0	32	0.0	0.0	0.0	0.0	3	khugepaged
Fri Aug  5 07:35:08 2016  0	33	0.0	0.0	0.0	0.0	2	crypto
Fri Aug  5 07:35:08 2016  0	34	0.0	0.0	0.0	0.0	2	kintegrityd
Fri Aug  5 07:35:08 2016  0	35	0.0	0.0	0.0	0.0	2	bioset
Fri Aug  5 07:35:08 2016  0	36	0.0	0.0	0.0	0.0	2	kblockd
Fri Aug  5 07:35:08 2016  0	37	0.0	0.0	0.0	0.0	2	ata_sff
Fri Aug  5 07:35:08 2016  0	38	0.0	0.0	0.0	0.0	2	md
