QA output created by 1202
  d.read  d.reads_merged  d.read_bytes  d.reads_time  d.write  d.writes_merged  d.write_bytes  d.writes_time  d.in_progress  d.io_ticks  d.queue_ticks  d.read_ticks  d.write_ticks
  loopte       looptest0     looptest0     looptest0  looptes        looptest0      looptest0      looptest0      looptest0   looptest0      looptest0     looptest0      looptest0
  count/         count/s       Kbyte/s       nanosec  count/s          count/s        Kbyte/s        nanosec        count/s     nanosec        nanosec       nanosec        nanosec
     N/A             N/A           N/A           N/A      N/A              N/A            N/A            N/A            N/A         N/A            N/A           N/A            N/A
   18997       18997.000    177739.000  111202396095  34358.0            0.000     137429.000   960177130530         10.000         xxx  1073177008509  107799405831    82071452772
   18998       18998.000    177739.000  111202396095  34357.0            0.000     137430.000   960177130530         10.000         xxx  1073177008509  107799405831    82071452772
   11073       11073.000    146020.000  111983808626  10620.0            0.000      42478.000   973112173953          0.000         xxx  1087613976015  108651329275    82879827516
   10908       10908.000    145359.000  111983808626  10125.0            0.000      40501.000   973112173953          0.000         xxx  1087613976015  108651329275    82879827516
   10908       10908.000    145359.000  111983808626  10125.0            0.000      40501.000   973112173953          0.000         xxx  1087613976015  108651329275    82879827516
   10909       10909.000    145358.000  111983808626  10126.0            0.000      40501.000   973112173953          0.000         xxx  1087613976015  108651329275    82879827516
   10908       10908.000    145359.000  111983808626  10125.0            0.000      40502.000   973112173953          0.000         xxx  1087613976015  108651329275    82879827516
   25893       25893.000    105944.000  113706323261  25872.0            0.000     103488.000   988677439882          0.000         xxx  1104235048509  110303103750    84351911086
   26225       26225.000    105071.000  113706323261  26221.0            0.000     104882.000   988677439882          0.000         xxx  1104235048509  110303103750    84351911086
   26225       26225.000    105072.000  113706323261  26220.0            1.000     104882.000   988677439882          0.000         xxx  1104235048509  110303103750    84351911086
   26224       26224.000    105072.000  113706323261  26221.0            0.000     104882.000   988677439882          0.000         xxx  1104235048509  110303103750    84351911086
   26225       26225.000    105071.000  113706323261  26220.0            0.000     104882.000   988677439882          0.000         xxx  1104235048509  110303103750    84351911086
   27030       27030.000    207727.000  114791113444  26245.0            0.000     104981.000   998145265682          0.000         xxx  1114807601040  111387948831    85344596375
   27048       27048.000    209963.000  114791113444  26246.0            0.000     104982.000   998145265682          0.000         xxx  1114807601040  111387948831    85344596375
   27048       27048.000    209963.000  114791113444  26245.0            1.000     104983.000   998145265682          0.000         xxx  1114807601040  111387948831    85344596375
   27048       27048.000    209962.000  114791113444  26246.0            0.000     104983.000   998145265682          0.000         xxx  1114807601040  111387948831    85344596375
   27048       27048.000    209963.000  114791113444  26246.0            0.000     104982.000   998145265682          0.000         xxx  1114807601040  111387948831    85344596375
   20432       20432.000     83800.000  116260523069  18321.0            0.000      73285.000  1004200890114          3.000         xxx  1122346406707  112857349413    86349607222
   20295       20295.000     81178.000  116260523069  18157.0            0.000      72627.000  1004200890114          3.000         xxx  1122346406707  112857349413    86349607222
   20294       20294.000     81177.000  116260523069  18157.0            1.000      72627.000  1004200890114          3.000         xxx  1122346406707  112857349413    86349607222
   20295       20295.000     81178.000  116260523069  18156.0            0.000      72627.000  1004200890114          3.000         xxx  1122346406707  112857349413    86349607222
   20294       20294.000     81178.000  116260523069  18157.0            0.000      72627.000  1004200890114          3.000         xxx  1122346406707  112857349413    86349607222
   27540       27540.000    209834.000  118721019298  28764.0            0.000     115054.000  1015453079401         11.000         xxx  1136151241877  115346849944    88860070876
   27690       27690.000    212511.000  118721019298  28984.0            0.000     115938.000  1015453079401         11.000         xxx  1136151241877  115346849944    88860070876
   27691       27691.000    212510.000  118721019298  28984.0            1.000     115937.000  1015453079401         11.000         xxx  1136151241877  115346849944    88860070876
   27690       27690.000    212511.000  118721019298  28985.0            0.000     115938.000  1015453079401         12.000         xxx  1136151241877  115346849944    88860070876
   27691       27691.000    212511.000  118721019298  28984.0            0.000     115937.000  1015453079401         11.000         xxx  1136151241877  115346849944    88860070876
   22440       22440.000    191510.000  120416543171  21700.0            0.000      86800.000  1030084357333          6.000         xxx  1152406795503  117013450413    90365379233
   22331       22331.000    191072.000  120416543171  21547.0            0.000      86189.000  1030084357333          6.000         xxx  1152406795503  117013450413    90365379233
   22331       22331.000    191071.000  120416543171  21548.0            1.000      86190.000  1030084357333          6.000         xxx  1152406795503  117013450413    90365379233
   22330       22330.000    191071.000  120416543171  21547.0            0.000      86189.000  1030084357333          6.000         xxx  1152406795503  117013450413    90365379233
   22331       22331.000    191072.000  120416543171  21547.0            0.000      86190.000  1030084357333          6.000         xxx  1152406795503  117013450413    90365379233
   20437       20437.000    183501.000  121980333002  10264.0            0.000      41054.000  1052507467365          4.000         xxx  1178234610604  118888650284    92007297821
   20397       20397.000    183342.000  121980333002  10026.0            0.000      40103.000  1052507467365          5.000         xxx  1178234610604  118888650284    92007297821
   20397       20397.000    183342.000  121980333002  10026.0            1.000      40104.000  1052507467365          4.000         xxx  1178234610604  118888650284    92007297821
   20398       20398.000    183342.000  121980333002  10026.0            0.000      40103.000  1052507467365          5.000         xxx  1178234610604  118888650284    92007297821
   20397       20397.000    183342.000  121980333002  10025.0            0.000      40103.000  1052507467365          4.000         xxx  1178234610604  118888650284    92007297821
   17517       17517.000    171818.000  123908372651  25880.0            0.000     103520.000  1061264807051          0.000         xxx  1187094579256  120503942254    93433716922
   17457       17457.000    171577.000  123908372651  26212.0            0.000     104847.000  1061264807051          0.000         xxx  1187094579256  120503942254    93433716922
   17457       17457.000    171577.000  123908372651  26212.0            0.000     104848.000  1061264807051          0.000         xxx  1187094579256  120503942254    93433716922
   17457       17457.000    171576.000  123908372651  26212.0            0.000     104847.000  1061264807051          0.000         xxx  1187094579256  120503942254    93433716922
   17457       17457.000    171577.000  123908372651  26212.0            0.000     104847.000  1061264807051          0.000         xxx  1187094579256  120503942254    93433716922
   26044       26044.000    106444.000  126051069945  26220.0            0.000     104884.000  1071772897979          0.000         xxx  1199765126469  122646885116    95457752951
   26224       26224.000    105071.000  126051069945  26221.0            0.000     104884.000  1071772897979          0.000         xxx  1199765126469  122646885116    95457752951
   26225       26225.000    105070.000  126051069945  26222.0            1.000     104884.000  1071772897979          0.000         xxx  1199765126469  122646885116    95457752951
   26224       26224.000    105071.000  126051069945  26221.0            0.000     104884.000  1071772897979          0.000         xxx  1199765126469  122646885116    95457752951
   26225       26225.000    105071.000  126051069945  26221.0            0.000     104884.000  1071772897979          0.000         xxx  1199765126469  122646885116    95457752951
   26217       26217.000    105042.000  128394732062  26223.0            0.000     104894.000  1090155008081          0.000         xxx  1220503728620  124990348218    97654155756
   26217       26217.000    105041.000  128394732062  26224.0            0.000     104894.000  1090155008081          0.000         xxx  1220503728620  124990348218    97654155756
   26217       26217.000    105041.000  128394732062  26223.0            1.000     104895.000  1090155008081          0.000         xxx  1220503728620  124990348218    97654155756
   26217       26217.000    105041.000  128394732062  26224.0            0.000     104894.000  1090155008081          0.000         xxx  1220503728620  124990348218    97654155756
   26217       26217.000    105042.000  128394732062  26223.0            0.000     104894.000  1090155008081          0.000         xxx  1220503728620  124990348218    97654155756
  1366.0        1366.000    104875.000  129557787604  564.000            0.000       2255.000  1101352506410          0.000         xxx  1232883695728  126153484316    98582759838
  820.00         820.000    104872.000  129557787604    0.000            0.000          0.000  1101352506410          0.000         xxx  1232883695728  126153484316    98582759838
  820.00         820.000    104872.000  129557787604    0.000            0.000          0.000  1101352506410          0.000         xxx  1232883695728  126153484316    98582759838
  820.00         820.000    104872.000  129557787604    0.000            0.000          0.000  1101352506410          0.000         xxx  1232883695728  126153484316    98582759838
  820.00         820.000    104872.000  129557787604    0.000            0.000          0.000  1101352506410          0.000         xxx  1232883695728  126153484316    98582759838
  17.000          17.000      2183.000  129659312061    0.000            0.000          0.000  1101352506410          0.000         xxx  1232985216330  126254959878    98582759838
   0.000           0.000         0.000  129659312061    0.000            0.000          0.000  1101352506410          0.000         xxx  1232985216330  126254959878    98582759838
   0.000           0.000         0.000  129659312061    0.000            0.000          0.000  1101352506410          0.000         xxx  1232985216330  126254959878    98582759838
   0.000           0.000         0.000  129659312061    0.000            0.000          0.000  1101352506410          0.000         xxx  1232985216330  126254959878    98582759838
   0.000           0.000         0.000  129659312061    0.000            0.000          0.000  1101352506410          0.000         xxx  1232985216330  126254959878    98582759838
   0.000           0.000         0.000  129659312061    0.000            0.000          0.000  1101352506410          0.000         xxx  1232985216330  126254959878    98582759838
   0.000           0.000         0.000  129659312061    0.000            0.000          0.000  1101352506410          0.000         xxx  1232985216330  126254959878    98582759838
   0.000           0.000         0.000  129659312061    0.000            0.000          0.000  1101352506410          0.000         xxx  1232985216330  126254959878    98582759838
   0.000           0.000         0.000  129659312061    0.000            0.000          0.000  1101352506410          0.000         xxx  1232985216330  126254959878    98582759838
   0.000           0.000         0.000  129659312061    0.000            0.000          0.000  1101352506410          0.000         xxx  1232985216330  126254959878    98582759838
   25658       25658.000    102803.000  129659312061  25650.0            0.000     102600.000  1101352506410          0.000         xxx  1232985216330  126254959878    98582759838
   26223       26223.000    105061.000  129659312061  26214.0            0.000     104854.000  1101352506410          0.000         xxx  1232985216330  126254959878    98582759838
   26222       26222.000    105061.000  129659312061  26213.0            1.000     104854.000  1101352506410          0.000         xxx  1232985216330  126254959878    98582759838
   26222       26222.000    105061.000  129659312061  26214.0            0.000     104854.000  1101352506410          0.000         xxx  1232985216330  126254959878    98582759838
   26222       26222.000    105061.000  129659312061  26213.0            0.000     104854.000  1101352506410          0.000         xxx  1232985216330  126254959878    98582759838
  568.00         568.000      2277.000  130206302992  568.000            0.000       2272.000  1107674280706          0.000         xxx  1239892932409  126801799421    98938005435
   0.000           0.000         0.000  130206302992    0.000            0.000          0.000  1107674280706          0.000         xxx  1239892932409  126801799421    98938005435
   0.000           0.000         0.000  130206302992    0.000            0.000          0.000  1107674280706          0.000         xxx  1239892932409  126801799421    98938005435
   0.000           0.000         0.000  130206302992    0.000            0.000          0.000  1107674280706          0.000         xxx  1239892932409  126801799421    98938005435
   0.000           0.000         0.000  130206302992    0.000            0.000          0.000  1107674280706          0.000         xxx  1239892932409  126801799421    98938005435
   25661       25661.000    102811.000  130206302992  25652.0            0.000     102608.000  1107674280706          0.000         xxx  1239892932409  126801799421    98938005435
   26229       26229.000    105091.000  130206302992  26221.0            0.000     104884.000  1107674280706          0.000         xxx  1239892932409  126801799421    98938005435
   26230       26230.000    105091.000  130206302992  26221.0            1.000     104884.000  1107674280706          0.000         xxx  1239892932409  126801799421    98938005435
   26229       26229.000    105091.000  130206302992  26221.0            0.000     104884.000  1107674280706          0.000         xxx  1239892932409  126801799421    98938005435
   26230       26230.000    105091.000  130206302992  26221.0            0.000     104883.000  1107674280706          0.000         xxx  1239892932409  126801799421    98938005435
  1339.0        1339.000    104862.000  130816308814  536.000            0.000       2145.000  1113338651683          0.000         xxx  1246203535672  127412433395    99275610310
  820.00         820.000    104857.000  130816308814    0.000            0.000          0.000  1113338651683          0.000         xxx  1246203535672  127412433395    99275610310
  820.00         820.000    104858.000  130816308814    0.000            0.000          0.000  1113338651683          0.000         xxx  1246203535672  127412433395    99275610310
  819.00         819.000    104857.000  130816308814    0.000            0.000          0.000  1113338651683          0.000         xxx  1246203535672  127412433395    99275610310
  820.00         820.000    104858.000  130816308814    0.000            0.000          0.000  1113338651683          0.000         xxx  1246203535672  127412433395    99275610310
   25697       25697.000    105035.000  130918803287  25672.0            0.000     102687.000  1113338651683          0.000         xxx  1246306031199  127514928922    99275610310
   26217       26217.000    105040.000  130918803287  26208.0            0.000     104833.000  1113338651683          0.000         xxx  1246306031199  127514928922    99275610310
   26217       26217.000    105039.000  130918803287  26208.0            1.000     104832.000  1113338651683          0.000         xxx  1246306031199  127514928922    99275610310
   26216       26216.000    105040.000  130918803287  26208.0            0.000     104832.000  1113338651683          0.000         xxx  1246306031199  127514928922    99275610310
   26217       26217.000    105039.000  130918803287  26208.0            0.000     104833.000  1113338651683          0.000         xxx  1246306031199  127514928922    99275610310
   18406       18406.000    173032.000  131487612526  17572.0            0.000      70286.000  1117983227192          6.000         xxx  1251546944001  128083645809    99643539270
   18234       18234.000    174538.000  131487612526  17380.0            0.000      69522.000  1117983227192          6.000         xxx  1251546944001  128083645809    99643539270
   18233       18233.000    174538.000  131487612526  17381.0            1.000      69522.000  1117983227192          6.000         xxx  1251546944001  128083645809    99643539270
   18234       18234.000    174538.000  131487612526  17380.0            0.000      69521.000  1117983227192          6.000         xxx  1251546944001  128083645809    99643539270
   18233       18233.000    174538.000  131487612526  17380.0            0.000      69522.000  1117983227192          6.000         xxx  1251546944001  128083645809    99643539270
  d.h.hist_count  d.h.hist_count  d.h.hist_count  d.h.hist_count  d.h.hist_bins  d.h.hist_bins  d.h.hist_bins  d.h.hist_bins
  looptest0:0:0s  looptest0:0:10  looptest0:0:30  looptest0:0:50  looptest0:0:0  looptest0:0:1  looptest0:0:3  looptest0:0:5
         count/s         count/s         count/s         count/s                                                            
             N/A             N/A             N/A             N/A            N/A            N/A            N/A            N/A
             N/A             N/A             N/A             N/A              4              4              4              4
           0.000         753.000          44.000          23.000              4              4              4              4
           1.000         754.000          43.000          23.000              4              4              4              4
           0.000         753.000          43.000          23.000              4              4              4              4
           0.000         754.000          43.000          23.000              4              4              4              4
           0.000          15.000           1.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
       44900.000       18033.000       12201.000        9217.000              4              4              4              4
       45895.000       18432.000       12470.000        9422.000              4              4              4              4
       45894.000       18432.000       12471.000        9421.000              4              4              4              4
       45894.000       18432.000       12471.000        9422.000              4              4              4              4
       45895.000       18432.000       12470.000        9421.000              4              4              4              4
         945.000         380.000         257.000         194.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           1.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
        9388.000       10351.000         667.000         117.000              4              4              4              4
        9595.000       10581.000         682.000         119.000              4              4              4              4
        9596.000       10581.000         682.000         120.000              4              4              4              4
        9596.000       10581.000         681.000         119.000              4              4              4              4
        9595.000       10581.000         682.000         120.000              4              4              4              4
         196.000        1120.000          57.000          21.000              4              4              4              4
           0.000         923.000          43.000          20.000              4              4              4              4
           1.000         922.000          43.000          19.000              4              4              4              4
           0.000         923.000          44.000          20.000              4              4              4              4
           0.000         923.000          43.000          20.000              4              4              4              4
           0.000          20.000           1.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
       27762.000       12767.000        9934.000         870.000              4              4              4              4
       28364.000       13044.000       10150.000         888.000              4              4              4              4
       28365.000       13044.000       10150.000         889.000              4              4              4              4
       28364.000       13044.000       10150.000         888.000              4              4              4              4
       28364.000       13044.000       10150.000         889.000              4              4              4              4
       25635.000       16644.000        9588.000         618.000              4              4              4              4
       25578.000       16720.000        9577.000         613.000              4              4              4              4
       25579.000       16720.000        9576.000         612.000              4              4              4              4
       25578.000       16720.000        9577.000         613.000              4              4              4              4
       25578.000       16719.000        9576.000         612.000              4              4              4              4
       26642.000       18707.000        7897.000         802.000              4              4              4              4
       26665.000       18748.000        7862.000         805.000              4              4              4              4
       26665.000       18749.000        7861.000         805.000              4              4              4              4
       26665.000       18748.000        7862.000         805.000              4              4              4              4
       26665.000       18749.000        7861.000         805.000              4              4              4              4
       33064.000       17085.000        2195.000         156.000              4              4              4              4
       33198.000       17050.000        2075.000         142.000              4              4              4              4
       33198.000       17050.000        2075.000         142.000              4              4              4              4
       33198.000       17050.000        2076.000         142.000              4              4              4              4
       33198.000       17050.000        2075.000         142.000              4              4              4              4
         688.000        2394.000         196.000          63.000              4              4              4              4
           1.000        2084.000         156.000          62.000              4              4              4              4
           0.000        2084.000         156.000          61.000              4              4              4              4
           1.000        2084.000         157.000          61.000              4              4              4              4
           0.000        2084.000         156.000          62.000              4              4              4              4
       27533.000       16249.000        7205.000         583.000              4              4              4              4
       28109.000       16545.000        7353.000         595.000              4              4              4              4
       28109.000       16545.000        7353.000         595.000              4              4              4              4
       28108.000       16545.000        7353.000         594.000              4              4              4              4
       28109.000       16544.000        7353.000         595.000              4              4              4              4
       23354.000        9565.000        4261.000         269.000              4              4              4              4
       23254.000        9417.000        4195.000         262.000              4              4              4              4
       23254.000        9417.000        4196.000         262.000              4              4              4              4
       23254.000        9417.000        4195.000         262.000              4              4              4              4
       23253.000        9417.000        4196.000         262.000              4              4              4              4
       26133.000       18498.000        1836.000         164.000              4              4              4              4
       26192.000       18686.000        1788.000         161.000              4              4              4              4
       26192.000       18687.000        1788.000         162.000              4              4              4              4
       26192.000       18686.000        1788.000         162.000              4              4              4              4
       26192.000       18687.000        1788.000         162.000              4              4              4              4
       21689.000        8185.000        1969.000         177.000              4              4              4              4
       21595.000        7967.000        1974.000         177.000              4              4              4              4
       21595.000        7966.000        1973.000         177.000              4              4              4              4
       21595.000        7967.000        1973.000         177.000              4              4              4              4
       21595.000        7966.000        1974.000         177.000              4              4              4              4
       27281.000       16234.000        1141.000         112.000              4              4              4              4
       27401.000       16406.000        1125.000         110.000              4              4              4              4
       27400.000       16406.000        1124.000         110.000              4              4              4              4
       27400.000       16406.000        1125.000         111.000              4              4              4              4
       27401.000       16406.000        1124.000         110.000              4              4              4              4
       28435.000       20666.000        3712.000         296.000              4              4              4              4
       28456.000       20754.000        3767.000         301.000              4              4              4              4
       28457.000       20755.000        3766.000         300.000              4              4              4              4
       28457.000       20754.000        3766.000         300.000              4              4              4              4
       28456.000       20755.000        3767.000         301.000              4              4              4              4
       25092.000       17336.000        1919.000         403.000              4              4              4              4
       25020.000       17264.000        1881.000         405.000              4              4              4              4
       25020.000       17264.000        1881.000         405.000              4              4              4              4
       25020.000       17264.000        1880.000         405.000              4              4              4              4
       25021.000       17264.000        1881.000         405.000              4              4              4              4
       27287.000       14350.000        1295.000         199.000              4              4              4              4
       27336.000       14288.000        1282.000         195.000              4              4              4              4
       27335.000       14289.000        1283.000         194.000              4              4              4              4
       27335.000       14289.000        1283.000         195.000              4              4              4              4
       27335.000       14288.000        1283.000         195.000              4              4              4              4
       30113.000       12894.000        3379.000         296.000              4              4              4              4
       30171.000       12864.000        3422.000         297.000              4              4              4              4
       30171.000       12865.000        3423.000         298.000              4              4              4              4
       30171.000       12864.000        3423.000         297.000              4              4              4              4
       30171.000       12865.000        3422.000         298.000              4              4              4              4
       26168.000       11605.000        3387.000         423.000              4              4              4              4
       26083.000       11580.000        3386.000         426.000              4              4              4              4
       26084.000       11579.000        3386.000         426.000              4              4              4              4
       26084.000       11579.000        3386.000         425.000              4              4              4              4
       26083.000       11579.000        3386.000         426.000              4              4              4              4
       22066.000       10260.000        3210.000         247.000              4              4              4              4
       21981.000       10231.000        3205.000         243.000              4              4              4              4
       21981.000       10232.000        3206.000         243.000              4              4              4              4
       21982.000       10232.000        3206.000         243.000              4              4              4              4
       21981.000       10232.000        3205.000         243.000              4              4              4              4
         450.000         956.000         108.000          18.000              4              4              4              4
           0.000         764.000          43.000          14.000              4              4              4              4
           1.000         763.000          43.000          13.000              4              4              4              4
           0.000         763.000          43.000          13.000              4              4              4              4
           0.000         763.000          43.000          14.000              4              4              4              4
           0.000          16.000           1.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000         744.000          41.000          17.000              4              4              4              4
           0.000         760.000          43.000          17.000              4              4              4              4
           1.000         761.000          42.000          17.000              4              4              4              4
           0.000         760.000          42.000          17.000              4              4              4              4
           0.000         760.000          42.000          18.000              4              4              4              4
           0.000         755.000          48.000          16.000              4              4              4              4
           0.000         755.000          48.000          16.000              4              4              4              4
           1.000         755.000          49.000          17.000              4              4              4              4
           0.000         756.000          48.000          16.000              4              4              4              4
           0.000         755.000          48.000          17.000              4              4              4              4
           0.000         767.000          27.000          24.000              4              4              4              4
           0.000         768.000          27.000          25.000              4              4              4              4
           1.000         768.000          27.000          25.000              4              4              4              4
           0.000         767.000          27.000          25.000              4              4              4              4
           0.000         768.000          27.000          24.000              4              4              4              4
           0.000          16.000           1.000           1.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000         725.000          51.000          25.000              4              4              4              4
           0.000         741.000          53.000          26.000              4              4              4              4
           1.000         741.000          53.000          26.000              4              4              4              4
           0.000         742.000          52.000          26.000              4              4              4              4
           0.000         741.000          53.000          26.000              4              4              4              4
       42183.000       16135.000        9346.000       13884.000              4              4              4              4
       43073.000       16460.000        9541.000       14177.000              4              4              4              4
       43073.000       16460.000        9542.000       14176.000              4              4              4              4
       43073.000       16460.000        9542.000       14176.000              4              4              4              4
       43072.000       16460.000        9542.000       14176.000              4              4              4              4
       12322.000        8862.000        2077.000         441.000              4              4              4              4
       11682.000        8704.000        1921.000         154.000              4              4              4              4
       11683.000        8705.000        1922.000         155.000              4              4              4              4
       11682.000        8704.000        1922.000         155.000              4              4              4              4
       11683.000        8704.000        1921.000         155.000              4              4              4              4
         241.000         920.000          85.000          20.000              4              4              4              4
           0.000         756.000          46.000          18.000              4              4              4              4
           1.000         756.000          45.000          18.000              4              4              4              4
           0.000         757.000          46.000          18.000              4              4              4              4
           0.000         756.000          46.000          18.000              4              4              4              4
           0.000          15.000           1.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
       13503.000         775.000          44.000          17.000              4              4              4              4
       13787.000         791.000          46.000          18.000              4              4              4              4
       13787.000         791.000          45.000          18.000              4              4              4              4
       13788.000         791.000          46.000          18.000              4              4              4              4
       13787.000         792.000          45.000          18.000              4              4              4              4
       15838.000        4118.000        3413.000       14745.000              4              4              4              4
       15882.000        4188.000        3484.000       15055.000              4              4              4              4
       15882.000        4188.000        3484.000       15055.000              4              4              4              4
       15882.000        4188.000        3484.000       15056.000              4              4              4              4
       15882.000        4189.000        3484.000       15055.000              4              4              4              4
         339.000          89.000          74.000         321.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
       25948.000        6933.000         158.000          53.000              4              4              4              4
       26490.000        7078.000         162.000          54.000              4              4              4              4
       26490.000        7079.000         162.000          54.000              4              4              4              4
       26489.000        7078.000         161.000          54.000              4              4              4              4
       26490.000        7078.000         162.000          54.000              4              4              4              4
       23388.000       16858.000        4546.000        8164.000              4              4              4              4
       23323.000       17061.000        4638.000        8332.000              4              4              4              4
       23323.000       17062.000        4638.000        8332.000              4              4              4              4
       23322.000       17062.000        4638.000        8333.000              4              4              4              4
       23323.000       17061.000        4637.000        8332.000              4              4              4              4
       11917.000        6666.000        2737.000         374.000              4              4              4              4
       11679.000        6450.000        2696.000         207.000              4              4              4              4
       11680.000        6450.000        2697.000         208.000              4              4              4              4
       11679.000        6450.000        2697.000         208.000              4              4              4              4
       11679.000        6449.000        2697.000         208.000              4              4              4              4
       33779.000       16291.000        1553.000         142.000              4              4              4              4
       34267.000       16509.000        1528.000         142.000              4              4              4              4
       34267.000       16508.000        1528.000         141.000              4              4              4              4
       34267.000       16509.000        1528.000         142.000              4              4              4              4
       34268.000       16508.000        1528.000         141.000              4              4              4              4
       34229.000       18213.000         691.000         143.000              4              4              4              4
       34229.000       18251.000         672.000         143.000              4              4              4              4
       34228.000       18250.000         671.000         142.000              4              4              4              4
       34229.000       18250.000         672.000         143.000              4              4              4              4
       34228.000       18251.000         672.000         143.000              4              4              4              4
       24624.000       13626.000         441.000          63.000              4              4              4              4
       24424.000       13530.000         436.000          61.000              4              4              4              4
       24425.000       13530.000         436.000          61.000              4              4              4              4
       24424.000       13530.000         435.000          61.000              4              4              4              4
       24424.000       13530.000         436.000          61.000              4              4              4              4
       35400.000       19719.000        1027.000         146.000              4              4              4              4
       35628.000       19848.000        1038.000         148.000              4              4              4              4
       35628.000       19848.000        1039.000         149.000              4              4              4              4
       35628.000       19848.000        1039.000         148.000              4              4              4              4
       35628.000       19847.000        1039.000         148.000              4              4              4              4
       27417.000       13336.000        3152.000         235.000              4              4              4              4
       27246.000       13199.000        3197.000         237.000              4              4              4              4
       27245.000       13199.000        3197.000         237.000              4              4              4              4
       27245.000       13199.000        3196.000         236.000              4              4              4              4
       27246.000       13200.000        3197.000         237.000              4              4              4              4
       22479.000        7209.000         912.000          93.000              4              4              4              4
       22379.000        7084.000         864.000          89.000              4              4              4              4
       22379.000        7084.000         864.000          90.000              4              4              4              4
       22379.000        7083.000         864.000          90.000              4              4              4              4
       22379.000        7084.000         864.000          89.000              4              4              4              4
       22262.000       16067.000        4865.000         203.000              4              4              4              4
       22260.000       16255.000        4949.000         205.000              4              4              4              4
       22260.000       16256.000        4948.000         205.000              4              4              4              4
       22260.000       16255.000        4949.000         205.000              4              4              4              4
       22260.000       16255.000        4949.000         205.000              4              4              4              4
       30212.000       20670.000        1156.000         226.000              4              4              4              4
       30380.000       20762.000        1077.000         227.000              4              4              4              4
       30380.000       20763.000        1076.000         226.000              4              4              4              4
       30380.000       20762.000        1077.000         227.000              4              4              4              4
       30380.000       20763.000        1076.000         226.000              4              4              4              4
       28917.000       18322.000        4796.000         406.000              4              4              4              4
       28886.000       18272.000        4873.000         409.000              4              4              4              4
       28886.000       18272.000        4874.000         410.000              4              4              4              4
       28887.000       18271.000        4873.000         409.000              4              4              4              4
       28886.000       18272.000        4873.000         409.000              4              4              4              4
         621.000        1132.000         153.000          24.000              4              4              4              4
           0.000         756.000          48.000          15.000              4              4              4              4
           1.000         756.000          49.000          16.000              4              4              4              4
           0.000         756.000          48.000          15.000              4              4              4              4
           0.000         755.000          49.000          16.000              4              4              4              4
           0.000          16.000           1.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
       27923.000       11987.000        3140.000        8259.000              4              4              4              4
       28536.000       12251.000        3208.000        8440.000              4              4              4              4
       28536.000       12250.000        3209.000        8441.000              4              4              4              4
       28536.000       12251.000        3208.000        8440.000              4              4              4              4
       28537.000       12251.000        3208.000        8440.000              4              4              4              4
         618.000         265.000          70.000         183.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
           0.000           0.000           0.000           0.000              4              4              4              4
       24151.000       13815.000        8475.000        4871.000              4              4              4              4
       24687.000       14122.000        8663.000        4979.000              4              4              4              4
       24687.000       14122.000        8662.000        4980.000              4              4              4              4
